Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
2036-06-19,12095,0.54,1947,2624,2057,2868,2887,3514,3475,4003,4005,4771
2036-06-20,10867,1.26,2248,2859,2659,3362,2705,3560,3504,3666,3944,4309
2036-06-21,9096,1.44,2009,2475,3122,3503,2769,3322,3404,3545,4123,4649
2036-06-22,9863,0.81,2002,2123,3024,3471,2898,3272,3367,3763,3860,4437
2036-06-23,9347,5.53,2049,2256,2959,3548,2911,3210,3686,3989,3670,4296
2036-06-24,11516,0.21,2444,3181,3073,3501,2837,3466,3534,3928,3799,4068
2036-06-25,10315,0.74,2055,2329,2122,2521,3093,3581,3732,3937,4385,4613
2036-06-26,9059,0.84,2332,2702,2342,2961,2973,3273,3822,4483,3850,4474
2036-06-27,9435,1.5,2313,2977,2226,2731,3265,3468,3982,4416,4073,4627
2036-06-28,11345,0.78,1951,2459,3548,4031,3023,3599,3271,3610,3501,3689
2036-06-29,11920,0.15,1977,2430,2573,3065,2893,3176,3892,4358,3666,4351
2036-06-30,11833,4.42,1886,2556,2075,2270,2848,3602,3638,4541,4317,4822
2036-07-01,10908,0.81,2384,2908,2169,3052,2880,3354,3555,4025,4132,4612
2036-07-02,9696,0.63,1717,2319,2532,2889,2676,2954,3598,3960,4041,4690
2036-07-03,6110,0.89,1783,2064,2091,2424,2929,3277,3460,3971,3611,3871
2036-07-04,10356,0.37,1917,2643,3060,3168,3143,3990,3020,3203,4052,5214
2036-07-05,9997,0.16,1655,2091,2737,3133,3233,3693,3748,4231,4034,4280
2036-07-06,10167,0.24,1822,2394,2593,3277,3053,3263,3674,4574,4009,4093
2036-07-07,10064,0.27,2340,2687,2183,2594,4015,4757,3593,3995,3766,4367
2036-07-08,8408,0.33,2195,2779,2103,2365,3097,3562,3059,3613,4217,4870
2036-07-09,10668,0.82,1873,2409,2604,3191,2479,3025,3552,4200,3764,4346
2036-07-10,10758,1.47,2240,2716,2541,2989,3124,3550,3635,4177,3924,4716
2036-07-11,10818,1.49,2624,3312,2114,2451,3339,3746,4058,4748,3384,3487
2036-07-12,11135,0.0,2093,2709,2483,2799,2920,3165,3615,4152,3982,4887
2036-07-13,10724,3.81,2426,3210,2484,2994,2560,3031,2976,3474,3650,3970
2036-07-14,9507,2.6,2255,2654,2721,3024,2457,3095,3655,4057,4054,4371
2036-07-15,9914,4.98,1911,2609,3131,3614,2971,3264,3852,4353,4012,4648
2036-07-16,10109,0.67,2059,2735,1876,2259,2695,2971,3401,3929,4000,4683
2036-07-17,10129,1.64,2157,2410,2740,3423,2937,3397,3037,3457,3648,4221
2036-07-18,11197,0.28,1776,2109,2291,2987,2887,3446,4062,4694,3558,4182
2036-07-19,10772,2.55,1217,1671,2626,3050,3440,3953,3536,4057,3980,4279
2036-07-20,12492,0.26,1749,2439,2539,2867,3250,3500,3338,3978,3482,3834
2036-07-21,12647,0.59,1352,1973,2650,3057,2830,3277,3739,4329,4371,4707
2036-07-22,10095,1.01,1774,2464,2127,2701,2875,3218,3220,3888,4084,4478
2036-07-23,5396,1.35,1487,1899,2790,3171,3279,4102,3218,3607,4252,4409
2036-07-24,11484,1.23,2264,2678,2512,2903,3035,3306,3385,4081,4287,5030
2036-07-25,9351,0.16,1645,2258,2917,3612,3095,3436,3571,4206,4098,4766
2036-07-26,9038,0.82,2163,2603,2977,3681,3354,3858,3317,3786,3976,4457
2036-07-27,9521,3.84,2229,2653,2571,3243,2768,3365,3667,4213,3966,4234
2036-07-28,9464,3.09,2210,2588,2796,3016,3285,3496,3707,4159,4382,4755
2036-07-29,10734,1.34,1439,2071,2771,2877,2881,3141,3492,3825,3832,4049
2036-07-30,8128,1.27,2336,2958,2901,3314,2326,2711,3440,4183,3957,4473
2036-07-31,8706,0.18,2126,2988,2879,3385,2649,3035,3754,4377,3711,4301
2036-08-01,10411,0.34,2241,2605,2150,2491,2721,3240,3678,4284,3814,4353
2036-08-02,10747,0.44,2548,3115,2583,3435,3402,4080,3178,3557,3865,4281
2036-08-03,10769,1.0,2238,2866,2083,2598,2962,3292,3866,4281,3946,4472
2036-08-04,9055,1.97,1645,2017,2343,2879,2908,3447,3731,4473,3955,4261
2036-08-05,8826,0.93,2195,2754,2355,2823,3448,3960,3338,3641,4029,4462
2036-08-06,9392,0.2,1548,1918,2675,3253,2766,3422,3007,3399,4087,4562
2036-08-07,10287,0.87,1981,2714,2430,3206,2881,3643,3586,4164,4043,4546
2036-08-08,11782,0.27,1849,2312,2452,2631,3009,3534,3568,4184,4449,4521
2036-08-09,7543,2.09,2003,2682,2799,3528,2984,3177,3579,4039,3984,4432
2036-08-10,9735,0.27,1547,1934,2763,3362,3101,3624,3914,4447,4017,4717
2036-08-11,8400,0.99,1581,1884,2582,3190,3164,3316,3491,4045,4203,4340
2036-08-12,8017,1.77,1865,2773,2724,3492,2751,3087,3615,4246,3651,4289
2036-08-13,11160,0.39,1933,2576,2693,3228,2438,3138,3668,4249,3933,4318
2036-08-14,10653,0.12,1872,2364,3089,3173,3119,3515,3366,3870,4110,4367
2036-08-15,10539,1.24,2435,2756,2437,3282,2444,2736,3733,4082,4134,4146
2036-08-16,11105,0.08,2127,2683,2274,2629,3096,3619,3908,3986,3868,4234
2036-08-17,9424,1.33,2118,3041,2561,2880,3219,3659,3375,3882,4076,4719
2036-08-18,9480,2.1,1885,2369,2214,2956,3337,3665,2952,3478,3594,3955
2036-08-19,12622,0.6,1582,1948,2389,3052,2960,3375,3262,3654,4318,4508
2036-08-20,9704,1.01,1998,2337,2635,3220,3602,3918,3519,4052,4146,4705
2036-08-21,10882,3.96,2542,2756,2347,2639,2582,2939,3027,3256,3995,4542
2036-08-22,10007,0.96,2067,2365,2431,2918,3436,3877,3343,3997,4079,4641
2036-08-23,7782,8.51,2333,2633,2418,3186,2769,3168,3509,4012,3791,4266
2036-08-24,7546,0.26,2371,2720,2370,2483,3010,3668,3692,4163,4393,5110
2036-08-25,9305,1.85,2167,2831,2171,2927,3047,4007,3795,4505,4524,5020
2036-08-26,11267,1.59,2066,2482,2803,3390,3404,4031,3605,4329,3528,3961
2036-08-27,10945,3.09,1703,2188,2911,3245,2670,3062,3448,4080,4194,4920
2036-08-28,11096,0.15,1937,2055,2785,3725,3640,4259,3378,3850,4221,4964
2036-08-29,8815,0.49,1891,2204,2782,3032,2356,3073,3483,3643,4140,4818
2036-08-30,11939,0.21,2098,2707,2375,2686,2976,3707,3740,4334,3724,4089
2036-08-31,8842,4.06,1575,1899,2552,2885,3172,3503,3659,4024,3833,4247
2036-09-01,10255,0.83,1838,2202,2266,2401,3309,3746,3508,4313,3331,3889
2036-09-02,9987,3.61,2121,2392,2459,3085,2571,2991,3895,4519,3665,4174
2036-09-03,9791,0.52,1789,2569,2486,2826,2409,3201,3401,3846,4560,4971
2036-09-04,11606,0.2,1725,2654,2084,2408,3393,3712,3826,4357,3573,3985
2036-09-05,9153,0.53,1762,2554,2539,2971,3072,3273,3368,3954,4373,4815
2036-09-06,8380,1.36,1918,2339,2340,2873,2428,2970,3167,3775,4129,4339
2036-09-07,10023,2.8,1285,1940,2579,3064,2847,3700,3522,3997,3899,4783
2036-09-08,9520,0.73,1776,2209,2429,2819,2778,3518,2958,3106,3970,4892
2036-09-09,14052,3.69,2285,2570,2603,3356,3340,4142,3411,4031,4339,4602
2036-09-10,10811,0.42,2097,2574,2709,3106,2891,3342,3741,4214,3642,4254
2036-09-11,9508,1.77,2126,2459,2123,2597,2945,3547,3737,4290,3872,4185
2036-09-12,8732,2.0,1451,1804,2404,3151,2923,3287,3901,4597,4208,4585
2036-09-13,7743,0.48,1875,2378,2305,2670,3501,4003,3288,3989,3848,4317
2036-09-14,8769,0.04,1965,2631,2853,3164,3272,3713,3179,3740,4504,5008
2036-09-15,10137,0.68,2139,2769,3009,3432,3207,3915,3696,3853,4160,5270
2036-09-16,11712,0.07,2333,2901,2512,3063,3060,3724,3276,4351,3745,4277
2036-09-17,11346,3.47,2286,2673,2621,3298,3057,3411,3564,3939,4165,4487
2036-09-18,10274,4.6,1824,2342,2057,2552,2727,3158,3192,3484,3908,4349
2036-09-19,9612,1.99,1831,2096,2590,2669,3261,3405,3363,3826,3594,3853
2036-09-20,10322,1.95,2423,2800,2422,2886,2887,3615,3351,3989,4372,4588
2036-09-21,9377,0.41,1891,2355,2907,3565,2615,3266,3495,3802,3534,4293
2036-09-22,12062,0.12,1675,2032,2431,3032,2955,3464,3465,3948,4317,4768
2036-09-23,9772,2.43,1937,2500,2253,2597,3004,3646,3566,3625,3906,4233
2036-09-24,9896,1.23,2404,3008,2097,2381,3403,3676,3567,4290,4486,4923
2036-09-25,7341,1.72,1728,2515,2554,3068,3256,3449,3641,4342,4114,4570
2036-09-26,9765,2.27,1871,2432,2336,2772,2703,3288,3398,3819,4129,4719
2036-09-27,11003,0.79,1740,2349,2865,3263,3311,3964,3646,3901,4008,4194
2036-09-28,8718,0.23,2286,2741,2689,3750,2221,2475,3809,4192,3837,4245
2036-09-29,9099,2.38,2086,3160,2469,3071,3124,3509,3151,3810,4200,5053
2036-09-30,10951,0.91,2277,3185,2688,2898,2793,3226,3201,3673,3921,4240
2036-10-01,8228,2.63,2469,3138,3022,3750,2578,3080,3711,3847,3861,4275
2036-10-02,11269,0.86,1546,1656,2152,2733,2646,3133,3736,4376,3885,4590
2036-10-03,9361,0.37,1772,2661,2309,3003,3439,3658,3402,3546,3963,4198
2036-10-04,9533,0.28,1869,2120,3082,3497,3135,3658,3680,4126,4275,4702
2036-10-05,8651,2.04,2020,2748,2273,2884,3113,3497,3385,3827,3781,4433
2036-10-06,10453,1.28,2151,2486,2698,3294,3290,4015,3493,3866,3691,3939
2036-10-07,12951,0.78,1852,2430,2856,3283,2929,3656,3493,3790,4084,4821
2036-10-08,10937,1.02,1792,2137,2495,2916,3413,3621,3535,4125,3983,4393
2036-10-09,8962,1.2,2286,2746,2706,3252,2933,3708,3916,4618,3994,4893
2036-10-10,11362,0.41,2163,2657,2411,3151,2055,2662,4243,4749,4290,5004
2036-10-11,9619,0.71,2094,2433,3044,3499,3482,4255,3089,3650,3885,4447
2036-10-12,11649,0.52,1356,1849,2367,3316,2115,2316,3329,3884,4160,4509
2036-10-13,10968,0.74,2362,2790,2213,2827,2920,3387,3291,4074,4449,4932
2036-10-14,6468,1.04,2055,2571,2766,3608,3225,3873,3913,4535,4042,4711
2036-10-15,8795,0.29,1951,2037,2712,3153,2294,2892,3856,4322,4023,4609
2036-10-16,11133,0.75,1754,2244,2544,2940,2956,3445,3767,3956,3617,4066
2036-10-17,10181,0.73,1810,2190,2509,2988,2951,3557,3381,3576,4359,4946
2036-10-18,8771,0.51,1732,2060,2351,3012,3275,3929,3563,4091,3804,4260
2036-10-19,9239,9.75,1400,1990,2279,2673,3144,3679,3023,3429,4168,4875
2036-10-20,7712,0.11,1754,2173,2318,2582,2597,3232,3719,4486,4342,4898
2036-10-21,9893,1.54,1520,1807,2593,3269,2805,3216,3617,4168,4461,4534
2036-10-22,12652,0.29,1981,2764,2437,2665,2678,3383,3361,3755,3320,3768
2036-10-23,10965,2.74,1654,2253,2052,2356,2442,3019,3734,4010,3967,4910
2036-10-24,12628,3.68,2218,2706,2373,2899,2804,3128,3439,4077,4433,5156
2036-10-25,11058,0.77,1500,2293,2436,2872,3445,4238,2945,3669,4134,4935
2036-10-26,11232,2.6,2358,2729,2652,3312,3133,3611,3883,4181,3873,4508
2036-10-27,12368,0.43,2250,2810,2587,3000,3127,3767,4020,4468,3864,4428
2036-10-28,10452,0.23,1680,2398,3026,3888,2636,3224,3090,4020,3895,4092
2036-10-29,9775,0.57,1971,2502,2206,2717,2414,2922,3580,4200,4450,5247
2036-10-30,11239,0.63,1743,2747,2665,3201,3170,3708,3947,4634,3439,3836
2036-10-31,11744,0.76,2173,2732,2690,3547,3302,3772,3103,3630,3893,4126
2036-11-01,9424,0.7,2539,3104,2583,3319,3048,3713,2863,3292,4104,4954
2036-11-02,9134,0.79,2354,3108,2410,3120,3227,3270,3429,3888,3871,4551
2036-11-03,10166,1.86,1793,2397,2294,3039,2899,3751,3526,3995,4427,4998
2036-11-04,10997,0.42,2034,2578,2487,3027,3016,3582,3886,4146,3792,4012
2036-11-05,10957,0.03,2456,2977,1963,2318,2783,3231,4184,4655,4144,4410
2036-11-06,8290,1.01,2157,2602,2222,2533,3115,3510,3702,4140,3939,4636
2036-11-07,12293,0.89,2303,2431,2207,2428,2944,3562,2975,3602,3775,4792
2036-11-08,9230,0.09,2195,2804,2651,3168,3181,3956,3635,4349,3840,4143
2036-11-09,9681,0.22,2022,2514,2687,3158,3234,4084,3457,4008,4189,4415
2036-11-10,8916,1.07,1979,2243,2178,2510,2894,3147,3787,4388,4059,4704
2036-11-11,13237,0.4,1636,2000,2107,2293,3154,4069,2932,3591,3705,4502
2036-11-12,10290,3.15,1770,2103,2061,2788,2791,3467,3777,4259,4502,4836
2036-11-13,8978,0.29,1729,2494,2793,3137,3538,3830,3974,4160,4088,4826
2036-11-14,11036,0.03,1894,2577,2774,3021,3423,3826,3566,4098,3598,4118
2036-11-15,10922,0.89,2029,2835,2694,2947,3088,3702,3850,4586,3635,3850
2036-11-16,9774,6.42,1967,2517,2950,3617,2772,3426,3735,4177,3817,4351
2036-11-17,11008,1.51,2064,2738,3033,3335,3073,3383,2851,3249,4592,5258
2036-11-18,9009,0.66,2199,2801,2201,2598,2636,3342,3548,4017,3897,4415
2036-11-19,9408,0.03,1875,2126,2381,2884,3122,4150,3601,3965,3974,4548
2036-11-20,7587,1.0,2221,2670,2734,3225,2360,2922,3181,3494,3903,4513
2036-11-21,8411,0.35,2341,2853,1671,2049,2676,2978,3594,3981,3605,3981
2036-11-22,12169,1.57,2124,2868,2424,2893,3110,3660,3006,3494,3562,4179
2036-11-23,11969,1.31,1836,2199,2788,3265,3417,3862,3506,4186,3667,4240
2036-11-24,10078,0.46,2284,2633,2395,2824,3110,3394,3633,3831,4024,4503
2036-11-25,11995,0.11,2144,2546,2719,3320,2904,3028,4232,4728,3862,4229
2036-11-26,9807,2.11,2185,2915,1899,2271,2710,3070,3228,3799,3900,4440
2036-11-27,9707,1.32,2460,2957,2585,3098,2846,2994,3721,3448,4180,4905
2036-11-28,10067,2.77,2212,2841,2361,2980,2469,2993,3134,3639,4317,4782
2036-11-29,9850,0.45,2472,3205,2432,2716,2880,3632,3844,4111,3641,4079
2036-11-30,9741,1.59,1955,2465,2215,2687,3660,4300,3484,3996,3657,4526
2036-12-01,11372,0.19,1870,2356,2979,3369,3038,3866,3671,4062,3636,4237
2036-12-02,10180,0.52,2344,2836,2520,3410,3125,3482,3228,3708,3535,3955
2036-12-03,10854,1.6,1704,2112,2543,3025,2442,3244,3661,3857,4155,4437
2036-12-04,11237,2.62,2566,3175,3118,3572,3421,3732,3322,3631,3817,4393
2036-12-05,10465,0.58,2390,2906,2222,2954,3456,4019,3462,3800,3646,4016
2036-12-06,8835,2.41,2026,2657,2541,2848,3064,3280,3166,3680,3865,4598
2036-12-07,8376,1.7,2360,2929,2295,2924,3184,3564,3393,3732,3884,4749
2036-12-08,10178,0.64,2198,2659,2281,2743,2799,3400,3582,4165,4192,4650
2036-12-09,9794,3.14,1612,1917,2592,3220,2917,3353,3494,3963,4159,4849
2036-12-10,10104,1.07,1755,2109,2415,2847,3808,4160,3871,4458,3701,4557
2036-12-11,9980,1.57,2085,2619,3093,3390,2859,3012,3326,3420,3999,4473
2036-12-12,13100,1.03,2047,2499,3034,3434,3549,4195,3979,4745,3780,4205
2036-12-13,8403,0.9,2392,2748,2451,2750,3616,3817,3397,3912,3832,4465
2036-12-14,7612,2.83,2090,2611,2037,2471,3132,3924,3989,4880,3354,3904
2036-12-15,10398,0.52,1619,2403,2412,2957,2963,3617,3599,3840,3561,3874
2036-12-16,9548,0.06,1836,2582,2814,3092,2602,3112,4119,4302,3570,4175
2036-12-17,10379,3.18,2222,2643,2234,2689,3161,3575,3547,4030,3886,4430
2036-12-18,10700,2.61,1453,1964,2981,3629,3004,3618,3030,3490,3890,4451
2036-12-19,11540,0.68,1576,1903,2674,3399,2968,3350,3428,3723,4105,4623
2036-12-20,8191,0.31,1888,2666,2148,2843,2856,3069,3497,3878,4096,4325
2036-12-21,9331,1.69,2278,3163,2301,2379,3090,3541,3989,4862,4063,4672
2036-12-22,10514,0.12,1934,2551,2344,3043,3140,3610,2971,3724,4396,5156
2036-12-23,10924,0.83,2138,2609,2258,3015,2989,3372,3228,3773,3671,4393
2036-12-24,12632,0.13,2001,2384,2156,2661,3353,3962,3565,4031,3799,4204
2036-12-25,11146,1.37,1957,2305,2327,2708,2994,3051,3594,3937,4379,5048
2036-12-26,9931,0.04,1803,2290,2385,2445,2954,3311,3875,4543,3892,4522
2036-12-27,8931,1.49,2251,2606,2889,3475,2662,2936,2910,3344,3991,4655
2036-12-28,9322,1.68,1623,1648,2631,3070,2937,3078,3285,3925,4039,4729
2036-12-29,9288,1.0,1929,2269,2649,2729,2980,3428,3752,4357,3558,4315
2036-12-30,10786,0.29,2343,3056,2604,3232,2262,2899,3481,3621,3764,4090
2036-12-31,10308,0.16,1770,2375,2261,2637,3153,3995,3712,4515,3744,4468
2037-01-01,8411,0.56,1533,2340,2844,3417,3274,4120,3460,3980,4409,4661
2037-01-02,9476,0.94,1364,2059,2369,2853,3659,4239,3811,4047,3606,4185
2037-01-03,11053,1.54,2199,2369,2399,2967,2721,3346,3301,3887,3681,4351
2037-01-04,10421,0.0,2220,2844,2613,2817,2967,3460,3424,3897,4027,4500
2037-01-05,10682,1.86,1896,2378,3249,3688,3136,3341,3483,3525,3648,4419
2037-01-06,10459,1.87,1618,2311,2330,2324,2983,3400,3282,3669,3972,4687
2037-01-07,11951,0.88,1956,2267,2011,2583,2775,2774,3534,4178,4274,4987
2037-01-08,10283,0.63,2353,2853,2586,3479,2559,2688,3369,3982,3952,4552
2037-01-09,9536,2.77,1619,2305,2705,3526,3021,3605,3594,4352,4006,4319
2037-01-10,8901,2.3,2317,2895,2369,2810,3369,3961,3579,3621,4000,4498
2037-01-11,10299,6.14,1491,1943,2321,2736,3001,3281,3276,3720,3661,4161
2037-01-12,7071,0.7,1658,1999,2118,2395,2981,3617,3664,4402,3879,4597
2037-01-13,9778,3.56,2032,2705,2601,2961,3115,3516,3573,3939,3921,4469
2037-01-14,9752,0.14,2284,3093,3083,3791,3226,3305,3323,3519,4091,4308
2037-01-15,8362,0.8,2441,3159,3013,3642,3098,3650,3762,3788,3385,3786
2037-01-16,8886,0.94,2297,2806,2590,3037,2628,3126,3534,3857,4443,5236
2037-01-17,10971,0.87,2465,2933,2375,2943,3137,3814,3821,4319,4267,4729
2037-01-18,10276,1.47,2054,2262,2614,3310,2811,3464,3925,3797,4112,4266
2037-01-19,10122,0.28,1813,2230,2402,2784,2784,2782,3171,3578,3953,4186
2037-01-20,10367,3.02,2355,2653,2307,2834,2676,3266,4005,4263,3539,4307
2037-01-21,10111,1.2,2409,2518,2548,2835,2974,3245,3665,4143,3968,4450
2037-01-22,11491,3.52,2279,2517,2883,3397,2838,3398,3593,4013,4118,4613
2037-01-23,10148,0.0,2183,2302,2443,3102,2912,3429,3294,4068,3601,4363
2037-01-24,8250,1.49,2417,3131,2439,2714,2700,3189,3601,3997,4232,4687
2037-01-25,11956,0.8,2102,2874,2420,2827,3268,3575,2833,3019,3468,4064
2037-01-26,10444,1.06,1993,2563,2737,3012,2882,3504,3169,4046,4540,5145
2037-01-27,9292,2.04,2217,2755,2755,3273,2782,3650,2941,3409,4017,4877
2037-01-28,8495,0.39,2143,2699,2177,2304,2493,2939,3458,3724,3965,4440
2037-01-29,10475,0.34,2265,2864,2447,2866,3504,4023,3907,4704,4139,4486
2037-01-30,9859,1.82,1960,2381,2831,3436,2533,3212,3578,4425,3620,3974
2037-01-31,11888,1.11,2272,2655,2399,2471,3086,3435,3677,4203,4411,4620
2037-02-01,9584,0.4,2257,2919,2917,3558,3198,3815,3430,3812,4223,4668
2037-02-02,8995,0.99,2064,2525,2705,3675,2883,3403,3503,3839,4391,4987
2037-02-03,11074,0.92,1774,2071,3026,3468,3125,3862,2962,3303,3981,4666
2037-02-04,11110,1.76,2372,2724,2406,2886,3148,3832,3815,4726,3514,4150
2037-02-05,10202,0.0,1637,2537,2710,2892,3252,3754,3653,4149,3584,4508
2037-02-06,10811,1.33,1712,2556,2719,3119,3181,3728,3734,4141,4311,4646
2037-02-07,9954,1.4,2050,2915,2823,3401,2906,3333,3603,4117,3952,4644
2037-02-08,10280,2.05,1247,2246,2606,3205,2879,3353,3362,3685,4229,4963
2037-02-09,11397,3.3,2462,2868,2834,3292,3614,4387,3653,4352,4426,5023
2037-02-10,10750,0.87,2004,2777,2310,2740,3328,4088,3410,4095,4304,4762
2037-02-11,9796,0.63,2461,2896,2483,2822,2790,3129,3475,4012,4236,5014
2037-02-12,11622,0.16,2541,2929,2053,2492,3099,3837,3840,4089,3832,4192
2037-02-13,7162,0.62,1953,2703,2419,2855,3118,3452,3802,4434,4659,4925
2037-02-14,12462,0.11,2404,2903,2244,2627,2994,3440,3356,3766,3716,4146
2037-02-15,7952,2.44,1681,1887,2599,2532,3526,4301,3613,4154,4244,5072
2037-02-16,9247,2.47,2129,2525,2795,3144,2968,3648,3823,4156,4101,4805
2037-02-17,9950,0.81,1857,1903,2669,3069,2975,3206,3058,3455,4167,4677
2037-02-18,9824,0.45,2208,2738,2734,3242,3246,3856,3534,4507,3604,3968
2037-02-19,11207,0.19,2264,2904,2528,2994,2716,3213,3534,3556,4566,5198
2037-02-20,8730,2.86,1952,2765,2457,3073,2841,3583,2994,3490,3303,3821
2037-02-21,10312,3.15,2163,2907,2148,2987,3440,4103,3211,3569,3248,3607
2037-02-22,9306,0.46,2283,3185,1922,2942,2991,3684,3132,3209,3458,3866
2037-02-23,10354,1.46,2056,2521,2047,2815,2758,3192,3461,4036,4314,4581
2037-02-24,9922,0.45,2761,2894,2301,2532,3052,3665,3564,3772,3435,3933
2037-02-25,10111,0.38,1958,2806,2773,3329,3042,3402,3074,3566,3731,4375
2037-02-26,9340,0.03,2496,2760,2131,2748,3400,3796,3285,3942,3993,3869
2037-02-27,9387,1.29,2343,3134,2253,2943,3326,3632,3442,4123,4141,5059
2037-02-28,10344,0.24,1442,1612,2358,2844,3061,3463,4051,4188,3865,4589
2037-03-01,11132,0.02,2447,3006,2886,3122,3497,4179,3330,3759,4471,4893
2037-03-02,9282,0.17,2322,2621,2488,2652,3382,4001,3482,4152,3862,4551
2037-03-03,8957,0.56,2034,2637,2540,2943,3107,3838,3595,3941,4263,4900
2037-03-04,10736,1.66,2110,2517,2623,3304,2746,3259,4021,4599,4487,5028
2037-03-05,9960,0.34,2147,2717,2918,3480,3537,3673,3546,3851,3938,4367
2037-03-06,10996,3.28,2412,2685,2525,2754,3380,3933,4034,4546,3762,4049
2037-03-07,8913,0.51,1876,2194,1970,2666,2636,3472,3046,3460,3624,4201
2037-03-08,7864,0.6,2475,2618,2538,3275,2821,3391,3716,4540,4054,4701
2037-03-09,9360,0.37,1674,2481,2932,3097,2599,3294,3257,3650,4299,4476
2037-03-10,9080,0.44,1471,1700,2692,3177,2677,3379,3425,3746,4007,4826
2037-03-11,9905,0.12,2178,2759,2564,3206,3380,3737,3366,3988,3947,4675
2037-03-12,9235,0.52,2377,2795,2606,2826,3027,3403,3178,3541,3371,3989
2037-03-13,10889,2.95,1946,2093,1948,2592,2800,3376,3830,4379,4043,4325
2037-03-14,9654,1.75,1320,1564,1907,2391,3226,3876,3202,3646,3903,4498
2037-03-15,10180,3.12,1552,1954,2768,3461,3252,3522,3304,3583,3977,4335
2037-03-16,10189,0.17,2130,2632,2885,3388,3400,3840,3429,3779,3865,4430
2037-03-17,10233,0.91,1996,2441,2311,3169,3182,3844,3297,3939,4425,4919
2037-03-18,9971,0.39,2385,3099,2557,3001,3192,3439,3587,3962,4056,4877
2037-03-19,10612,1.92,2021,2508,2686,3179,2753,3216,2933,3342,4029,4366
2037-03-20,9045,5.27,1777,2334,2998,3303,3029,3176,3228,3889,4375,5048
2037-03-21,11679,2.53,2092,2488,2476,3049,2990,3655,3271,3779,4075,4233
2037-03-22,9716,0.05,2304,2710,2721,3340,2295,2487,3239,3826,4287,4482
2037-03-23,8426,0.57,2405,2836,3097,3826,3107,3564,3912,4391,4244,4831
2037-03-24,10225,0.04,1966,2572,2415,3034,2487,3162,3368,3787,4157,4646
2037-03-25,8978,0.06,2020,2487,2519,3103,3216,3584,3353,4101,3912,4274
2037-03-26,10798,0.12,2233,3048,2168,2274,2884,3205,3552,3786,4084,4560
2037-03-27,12651,0.49,1775,2016,2183,2828,2889,3833,3805,3887,4092,4841
2037-03-28,9056,0.54,2221,2897,2762,3021,2849,3269,3305,3308,4586,4933
2037-03-29,10398,0.77,1930,2282,2858,3256,2817,3625,3575,4131,3971,4368
2037-03-30,7893,0.78,1977,2684,2849,3050,2931,3813,3115,3624,4118,4426
2037-03-31,10544,2.21,2000,2426,2190,2646,3278,3805,3595,4091,3893,4499
2037-04-01,8937,0.23,2038,2434,2438,3094,2674,2941,3487,3922,3927,4085
2037-04-02,9250,0.26,2574,3138,2643,3447,3003,3353,3184,3281,3894,4274
2037-04-03,8678,1.48,1859,2194,1817,2196,3633,4110,2983,3335,3662,4378
2037-04-04,10878,1.27,1874,2186,2637,3049,2798,2805,3857,4295,4116,4746
2037-04-05,11208,0.25,2434,3140,3064,3423,2995,3558,3774,4384,3841,4421
2037-04-06,10028,2.87,2133,2480,2841,3455,3252,3736,3658,4464,4285,4817
2037-04-07,8962,0.6,2230,2853,1776,2047,3655,4239,3888,4458,4342,4615
2037-04-08,11907,0.69,1690,1793,2619,2828,3465,4170,3661,3883,3956,4316
2037-04-09,9099,0.82,2073,2622,2564,3336,2957,3724,3218,3842,4207,5120
2037-04-10,7405,0.58,2243,2807,2581,2594,3117,3648,3559,4482,3274,3886
2037-04-11,10550,1.22,1797,2407,2532,3040,2937,3378,3957,4498,3972,4276
2037-04-12,8674,0.74,2188,2592,2402,2661,3327,3533,3338,3603,3906,4839
2037-04-13,11186,0.45,1938,2461,1802,2513,2964,3357,3410,4073,4339,4710
2037-04-14,9542,3.52,1806,2384,2593,3237,3510,4194,3615,4049,3865,4076
2037-04-15,10724,0.55,2303,2248,2688,3131,2420,2872,3954,4484,4280,4743
2037-04-16,11681,1.8,2341,2800,2333,2398,3183,3661,3701,4149,4249,4633
2037-04-17,8549,0.64,2038,2469,2877,3211,3224,3746,3243,3801,3357,3700
2037-04-18,9320,0.86,2135,2810,2007,2476,2244,2758,3532,4229,4095,5068
2037-04-19,9909,0.4,2397,2843,1982,2620,2509,3230,3530,4047,4503,5169
2037-04-20,11845,2.09,1881,2316,2525,3151,3394,4008,3695,4194,4206,4891
2037-04-21,9209,2.0,2104,2519,2295,2912,3155,3608,3086,3570,3974,4325
2037-04-22,9286,0.03,1884,2064,2791,2963,3237,3841,3095,3886,3658,4367
2037-04-23,10573,0.09,1694,2130,2371,2761,3503,3950,3467,4064,3725,4086
2037-04-24,9307,3.83,1881,2337,2907,3277,2896,2945,3493,3942,4267,4798
2037-04-25,10183,3.29,1662,2100,2283,2734,3501,3571,3245,3527,3220,3871
2037-04-26,8138,1.06,2127,2565,2543,3062,3877,3998,3521,4000,4155,4491
2037-04-27,12657,1.02,1768,2233,1904,2692,3379,3461,3507,4163,4039,4711
2037-04-28,8382,2.51,1580,2181,2484,2900,3129,3567,4050,4541,3946,4246
2037-04-29,9613,0.22,2222,2990,2521,3082,2983,3491,3381,3883,4030,4049
